Time,State_of_Charge
2024-01-07 11:24:00,79.31
2024-01-07 11:30:00,78.48
2024-01-07 11:36:00,77.84
2024-01-07 11:42:00,77.21
2024-01-07 11:48:00,76.61
2024-01-07 11:54:00,75.69
2024-01-07 12:00:00,75.07
2024-01-07 12:06:00,74.45
2024-01-07 12:12:00,73.02
2024-01-07 12:18:00,72.4
2024-01-07 12:24:00,71.77
2024-01-07 12:30:00,70.44
2024-01-07 12:36:00,68.25
2024-01-07 12:42:00,66.92
2024-01-07 12:48:00,65.59
2024-01-07 12:54:00,63.79
2024-01-07 13:00:00,62.01
2024-01-07 13:06:00,61.25
2024-01-07 13:12:00,60.5
2024-01-07 13:18:00,59.77
2024-01-07 13:24:00,58.78
2024-01-07 13:30:00,57.6
2024-01-07 13:36:00,56.87
2024-01-07 13:42:00,55.69
2024-01-07 13:48:00,54.96
2024-01-07 13:54:00,54.21
2024-01-07 14:00:00,53.48
2024-01-07 14:06:00,52.74
2024-01-07 14:12:00,51.14
2024-01-07 14:18:00,50.12
2024-01-07 14:24:00,49.27
2024-01-07 14:30:00,48.16
2024-01-07 14:36:00,47.29
2024-01-07 14:42:00,46.09
2024-01-07 14:48:00,44.87
2024-01-07 14:54:00,43.68
2024-01-07 15:00:00,42.94
2024-01-07 15:06:00,42.2
2024-01-07 15:12:00,41.33
2024-01-07 15:18:00,40.58
2024-01-07 15:24:00,39.84
2024-01-07 15:30:00,38.56
2024-01-07 15:36:00,37.08
2024-01-07 15:42:00,36.34
2024-01-07 15:48:00,35.59
2024-01-07 15:54:00,34.82
2024-01-07 16:00:00,34.07
2024-01-07 16:06:00,32.69
2024-01-07 16:12:00,31.72
2024-01-07 16:18:00,30.74
2024-01-07 16:24:00,29.76
2024-01-07 16:30:00,28.76
2024-01-07 16:36:00,27.76
2024-01-07 16:42:00,26.75
2024-01-07 16:48:00,26.35
2024-01-07 16:54:00,25.96
2024-01-07 17:00:00,28.0
2024-01-07 17:06:00,35.0
2024-01-07 17:12:00,45.0
2024-01-07 17:18:00,55.0
2024-01-07 17:24:00,65.0
2024-01-07 17:30:00,75.0
2024-01-07 17:36:00,80.0
2024-01-07 17:42:00,85.0
2024-01-07 17:48:00,87.0
2024-01-07 17:54:00,88.5
2024-01-07 18:00:00,90.0
2024-01-07 18:06:00,91.0
2024-01-07 18:12:00,91.5
2024-01-07 18:18:00,92.0
2024-01-07 18:24:00,92.33
2024-01-07 18:30:00,92.66
2024-01-07 18:36:00,93.0
2024-01-07 18:42:00,93.25
2024-01-07 18:48:00,93.5
2024-01-07 18:54:00,93.75
2024-01-07 19:00:00,94.0
2024-01-07 19:06:00,94.2
2024-01-07 19:12:00,94.4
2024-01-07 19:18:00,94.6
2024-01-07 19:24:00,94.8
2024-01-07 19:30:00,95.0
2024-01-07 19:36:00,95.2
2024-01-07 19:42:00,95.4
2024-01-07 19:48:00,95.6
2024-01-07 19:54:00,95.8
2024-01-07 20:00:00,96.0
2024-01-07 20:06:00,96.2
2024-01-07 20:12:00,96.4
2024-01-07 20:18:00,96.6
2024-01-07 20:24:00,96.8
2024-01-07 20:30:00,97.0
2024-01-07 20:36:00,97.2
2024-01-07 20:42:00,97.4
2024-01-07 20:48:00,97.6
2024-01-07 20:54:00,97.8
2024-01-07 21:00:00,98.0
2024-01-07 21:06:00,98.2
2024-01-07 21:12:00,98.4
2024-01-07 21:18:00,98.6
2024-01-07 21:24:00,98.8
2024-01-07 21:30:00,99.0
2024-01-07 21:36:00,99.1
2024-01-07 21:42:00,99.2
2024-01-07 21:48:00,99.3
2024-01-07 21:54:00,99.4
2024-01-07 22:00:00,99.5
2024-01-07 22:06:00,99.6
2024-01-07 22:12:00,99.7
2024-01-07 22:18:00,99.8
2024-01-07 22:24:00,99.9
2024-01-07 22:30:00,100.0
2024-01-07 22:36:00,99.61
2024-01-07 22:42:00,99.21
2024-01-07 22:48:00,99.14
2024-01-07 22:54:00,99.07
2024-01-07 23:00:00,99.0
2024-01-07 23:06:00,98.93
2024-01-07 23:12:00,98.87
2024-01-07 23:18:00,98.8
2024-01-07 23:24:00,98.73
2024-01-07 23:30:00,98.66
2024-01-07 23:36:00,98.59
2024-01-07 23:42:00,98.52
2024-01-08 10:06:00,97.05
2024-01-08 10:12:00,95.78
2024-01-08 10:18:00,94.45
2024-01-08 10:24:00,93.15
2024-01-08 10:30:00,91.88
2024-01-08 10:36:00,90.61
2024-01-08 10:42:00,89.39
2024-01-08 10:48:00,88.41
2024-01-08 10:54:00,87.59
2024-01-08 11:00:00,86.4
2024-01-08 11:06:00,85.61
2024-01-08 11:12:00,84.82
2024-01-08 11:18:00,84.04
2024-01-08 11:24:00,83.25
2024-01-08 11:30:00,82.48
2024-01-08 11:36:00,80.88
2024-01-08 11:42:00,80.27
2024-01-08 11:48:00,80.01
2024-01-08 11:54:00,79.3
2024-01-08 12:00:00,78.38
2024-01-08 12:06:00,78.11
2024-01-08 12:12:00,77.84
2024-01-08 12:18:00,77.0
2024-01-08 12:24:00,76.56
2024-01-08 12:30:00,76.28
2024-01-08 12:36:00,75.82
2024-01-08 12:42:00,74.71
2024-01-08 12:48:00,74.41
2024-01-08 12:54:00,74.18
2024-01-08 13:00:00,73.6
2024-01-08 13:06:00,72.93
2024-01-08 13:12:00,72.56
2024-01-08 13:18:00,72.28
2024-01-08 13:24:00,71.28
2024-01-08 13:30:00,71.0
2024-01-08 13:36:00,70.26
2024-01-08 13:42:00,70.03
2024-01-08 13:48:00,69.74
2024-01-08 13:54:00,69.07
2024-01-08 14:00:00,68.6
2024-01-08 14:06:00,68.35
2024-01-08 14:12:00,67.27
2024-01-08 14:18:00,66.99
2024-01-08 14:24:00,66.7
2024-01-08 14:30:00,66.02
2024-01-08 14:36:00,65.19
2024-01-08 14:42:00,63.87
2024-01-08 14:48:00,63.04
2024-01-08 14:54:00,62.21
2024-01-08 15:00:00,60.8
2024-01-08 15:06:00,59.4
2024-01-08 15:12:00,58.33
2024-01-08 15:18:00,57.49
2024-01-08 15:24:00,56.7
2024-01-08 15:30:00,55.91
2024-01-08 15:36:00,54.6
2024-01-08 15:42:00,52.71
2024-01-08 15:48:00,51.02
2024-01-08 15:54:00,49.44
2024-01-08 16:00:00,48.13
2024-01-08 16:06:00,46.81
2024-01-08 16:12:00,45.86
2024-01-08 16:18:00,44.08
2024-01-08 16:24:00,43.13
2024-01-08 16:30:00,42.17
2024-01-08 16:36:00,40.84
2024-01-08 16:42:00,39.57
2024-01-08 16:48:00,38.22
2024-01-08 16:54:00,36.82
2024-01-08 17:00:00,35.87
2024-01-08 17:06:00,34.92
2024-01-08 17:12:00,33.97
2024-01-08 17:18:00,33.02
2024-01-08 17:24:00,32.05
2024-01-08 17:30:00,31.05
2024-01-08 17:36:00,30.61
2024-01-08 17:42:00,30.22
2024-01-08 17:48:00,29.78
2024-01-08 17:54:00,29.35
2024-01-08 18:00:00,28.95
2024-01-08 18:06:00,27.99
2024-01-08 18:12:00,27.38
2024-01-08 18:18:00,26.73
2024-01-08 18:24:00,26.33
2024-01-08 18:30:00,25.92
2024-01-08 18:36:00,25.59
2024-01-08 18:42:00,25.25
2024-01-08 18:48:00,28.0
2024-01-08 18:54:00,35.0
2024-01-08 19:00:00,45.0
2024-01-08 19:06:00,55.0
2024-01-08 19:12:00,65.0
2024-01-08 19:18:00,75.0
2024-01-08 19:24:00,80.0
2024-01-08 19:30:00,85.0
2024-01-08 19:36:00,87.0
2024-01-08 19:42:00,88.5
2024-01-08 19:48:00,90.0
2024-01-08 19:54:00,91.0
2024-01-08 20:00:00,91.5
2024-01-08 20:06:00,92.0
2024-01-08 20:12:00,92.33
2024-01-08 20:18:00,92.66
2024-01-08 20:24:00,93.0
2024-01-08 20:30:00,93.25
2024-01-08 20:36:00,93.5
2024-01-08 20:42:00,93.75
2024-01-08 20:48:00,94.0
2024-01-08 20:54:00,94.2
2024-01-08 21:00:00,94.4
2024-01-08 21:06:00,94.6
2024-01-08 21:12:00,94.8
2024-01-08 21:18:00,95.0
2024-01-08 21:24:00,95.2
2024-01-08 21:30:00,95.4
2024-01-08 21:36:00,95.6
2024-01-08 21:42:00,95.8
2024-01-08 21:48:00,96.0
2024-01-08 21:54:00,96.2
2024-01-08 22:00:00,96.4
2024-01-08 22:06:00,96.6
2024-01-08 22:12:00,96.8
2024-01-08 22:18:00,97.0
2024-01-08 22:24:00,97.2
2024-01-08 22:30:00,97.4
2024-01-08 22:36:00,97.6
2024-01-08 22:42:00,97.8
2024-01-08 22:48:00,98.0
2024-01-08 22:54:00,98.2
2024-01-08 23:00:00,98.4
2024-01-08 23:06:00,98.6
2024-01-08 23:12:00,98.8
2024-01-08 23:18:00,99.0
2024-01-08 23:24:00,99.1
2024-01-08 23:30:00,99.2
2024-01-08 23:36:00,99.3
2024-01-08 23:42:00,99.4
2024-01-08 23:48:00,99.5
2024-01-08 23:54:00,99.6
2024-01-09 00:00:00,99.7
2024-01-09 00:06:00,99.8
2024-01-09 00:12:00,99.9
2024-01-09 00:18:00,100.0
2024-01-09 00:24:00,99.66
2024-01-09 00:30:00,99.33
2024-01-09 00:36:00,99.11
2024-01-09 00:42:00,98.9
2024-01-09 00:48:00,98.69
2024-01-09 00:54:00,98.48
2024-01-09 01:00:00,98.27
2024-01-09 01:06:00,98.05
2024-01-09 01:12:00,97.84
2024-01-09 01:18:00,97.63
2024-01-09 01:24:00,97.42
2024-01-09 10:06:00,95.48
2024-01-09 10:12:00,93.51
2024-01-09 10:18:00,91.66
2024-01-09 10:24:00,90.33
2024-01-09 10:30:00,89.0
2024-01-09 10:36:00,87.22
2024-01-09 10:42:00,86.08
2024-01-09 10:48:00,85.28
2024-01-09 10:54:00,84.21
2024-01-09 11:00:00,83.41
2024-01-09 11:06:00,82.61
2024-01-09 11:12:00,81.81
2024-01-09 11:18:00,80.79
2024-01-09 11:24:00,79.52
2024-01-09 11:30:00,78.72
2024-01-09 11:36:00,78.45
2024-01-09 11:42:00,78.16
2024-01-09 11:48:00,77.86
2024-01-09 11:54:00,77.12
2024-01-09 12:00:00,76.81
2024-01-09 12:06:00,75.82
2024-01-09 12:12:00,75.33
2024-01-09 12:18:00,74.66
2024-01-09 12:24:00,73.63
2024-01-09 12:30:00,73.36
2024-01-09 12:36:00,73.1
2024-01-09 12:42:00,72.85
2024-01-09 12:48:00,72.07
2024-01-09 12:54:00,71.82
2024-01-09 13:00:00,71.56
2024-01-09 13:06:00,71.03
2024-01-09 13:12:00,70.79
2024-01-09 13:18:00,70.09
2024-01-09 13:24:00,69.83
2024-01-09 13:30:00,69.25
2024-01-09 13:36:00,68.35
2024-01-09 13:42:00,67.7
2024-01-09 13:48:00,66.8
2024-01-09 13:54:00,66.15
2024-01-09 14:00:00,64.92
2024-01-09 14:06:00,63.97
2024-01-09 14:12:00,63.33
2024-01-09 14:18:00,62.05
2024-01-09 14:24:00,61.42
2024-01-09 14:30:00,59.94
2024-01-09 14:36:00,58.6
2024-01-09 14:42:00,56.97
2024-01-09 14:48:00,55.15
2024-01-09 14:54:00,53.29
2024-01-09 15:00:00,51.95
2024-01-09 15:06:00,50.82
2024-01-09 15:12:00,49.83
2024-01-09 15:18:00,48.74
2024-01-09 15:24:00,47.91
2024-01-09 15:30:00,46.72
2024-01-09 15:36:00,45.89
2024-01-09 15:42:00,45.09
2024-01-09 15:48:00,44.29
2024-01-09 15:54:00,43.48
2024-01-09 16:00:00,42.86
2024-01-09 16:06:00,41.86
2024-01-09 16:12:00,41.2
2024-01-09 16:18:00,39.97
2024-01-09 16:24:00,38.91
2024-01-09 16:30:00,37.94
2024-01-09 16:36:00,37.28
2024-01-09 16:42:00,36.63
2024-01-09 16:48:00,35.97
2024-01-09 16:54:00,35.22
2024-01-09 17:00:00,34.84
2024-01-09 17:06:00,34.42
2024-01-09 17:12:00,34.01
2024-01-09 17:18:00,33.42
2024-01-09 17:24:00,33.0
2024-01-09 17:30:00,32.56
2024-01-09 17:36:00,31.57
2024-01-09 17:42:00,30.86
2024-01-09 17:48:00,29.71
2024-01-09 17:54:00,28.51
2024-01-09 18:00:00,28.09
2024-01-09 18:06:00,26.9
2024-01-09 18:12:00,26.49
2024-01-09 18:18:00,26.08
2024-01-09 18:24:00,25.66
2024-01-09 18:30:00,24.47
2024-01-09 18:36:00,24.13
2024-01-09 18:42:00,23.79
2024-01-09 18:48:00,20.0
2024-01-09 18:54:00,28.0
2024-01-09 19:00:00,35.0
2024-01-09 19:06:00,45.0
2024-01-09 19:12:00,55.0
2024-01-09 19:18:00,65.0
2024-01-09 19:24:00,75.0
2024-01-09 19:30:00,80.0
2024-01-09 19:36:00,85.0
2024-01-09 19:42:00,87.0
2024-01-09 19:48:00,88.5
2024-01-09 19:54:00,90.0
2024-01-09 20:00:00,91.0
2024-01-09 20:06:00,91.5
2024-01-09 20:12:00,92.0
2024-01-09 20:18:00,92.33
2024-01-09 20:24:00,92.66
2024-01-09 20:30:00,93.0
2024-01-09 20:36:00,93.25
2024-01-09 20:42:00,93.5
2024-01-09 20:48:00,93.75
2024-01-09 20:54:00,94.0
2024-01-09 21:00:00,94.2
2024-01-09 21:06:00,94.4
2024-01-09 21:12:00,94.6
2024-01-09 21:18:00,94.8
2024-01-09 21:24:00,95.0
2024-01-09 21:30:00,95.2
2024-01-09 21:36:00,95.4
2024-01-09 21:42:00,95.6
2024-01-09 21:48:00,95.8
2024-01-09 21:54:00,96.0
2024-01-09 22:00:00,96.2
2024-01-09 22:06:00,96.4
2024-01-09 22:12:00,96.6
2024-01-09 22:18:00,96.8
2024-01-09 22:24:00,97.0
2024-01-09 22:30:00,97.2
2024-01-09 22:36:00,97.4
2024-01-09 22:42:00,97.6
2024-01-09 22:48:00,97.8
2024-01-09 22:54:00,98.0
2024-01-09 23:00:00,98.2
2024-01-09 23:06:00,98.4
2024-01-09 23:12:00,98.6
2024-01-09 23:18:00,98.8
2024-01-09 23:24:00,99.0
2024-01-09 23:30:00,99.1
2024-01-09 23:36:00,99.2
2024-01-09 23:42:00,99.3
2024-01-09 23:48:00,99.4
2024-01-09 23:54:00,99.5
2024-01-10 00:00:00,99.6
2024-01-10 00:06:00,99.7
2024-01-10 00:12:00,99.8
2024-01-10 00:18:00,99.9
2024-01-10 00:24:00,100.0
2024-01-10 00:30:00,99.66
2024-01-10 00:36:00,99.32
2024-01-10 00:42:00,99.25
2024-01-10 00:48:00,99.19
2024-01-10 00:54:00,99.12
2024-01-10 01:00:00,99.06
2024-01-10 01:06:00,98.99
2024-01-10 01:12:00,98.93
2024-01-10 01:18:00,98.86
2024-01-10 01:24:00,98.8
2024-01-10 01:30:00,98.73
2024-01-10 01:36:00,98.67
2024-01-10 10:06:00,97.73
2024-01-10 10:12:00,96.13
2024-01-10 10:18:00,95.16
2024-01-10 10:24:00,94.24
2024-01-10 10:30:00,93.3
2024-01-10 10:36:00,92.34
2024-01-10 10:42:00,91.37
2024-01-10 10:48:00,90.41
2024-01-10 10:54:00,89.17
2024-01-10 11:00:00,88.16
2024-01-10 11:06:00,87.18
2024-01-10 11:12:00,86.2
2024-01-10 11:18:00,85.22
2024-01-10 11:24:00,84.23
2024-01-10 11:30:00,83.77
2024-01-10 11:36:00,82.93
2024-01-10 11:42:00,81.91
2024-01-10 11:48:00,81.47
2024-01-10 11:54:00,80.76
2024-01-10 12:00:00,80.31
2024-01-10 12:06:00,79.85
2024-01-10 12:12:00,79.3
2024-01-10 12:18:00,78.57
2024-01-10 12:24:00,77.34
2024-01-10 12:30:00,77.25
2024-01-10 12:36:00,76.35
2024-01-10 12:42:00,76.25
2024-01-10 12:48:00,76.16
2024-01-10 12:54:00,75.36
2024-01-10 13:00:00,75.26
2024-01-10 13:06:00,74.86
2024-01-10 13:12:00,74.72
2024-01-10 13:18:00,74.27
2024-01-10 13:24:00,74.15
2024-01-10 13:30:00,73.06
2024-01-10 13:36:00,71.54
2024-01-10 13:42:00,70.91
2024-01-10 13:48:00,70.3
2024-01-10 13:54:00,69.69
2024-01-10 14:00:00,69.04
2024-01-10 14:06:00,68.39
2024-01-10 14:12:00,67.73
2024-01-10 14:18:00,66.16
2024-01-10 14:24:00,65.06
2024-01-10 14:30:00,64.25
2024-01-10 14:36:00,63.72
2024-01-10 14:42:00,63.27
2024-01-10 14:48:00,62.85
2024-01-10 14:54:00,61.86
2024-01-10 15:00:00,61.43
2024-01-10 15:06:00,61.0
2024-01-10 15:12:00,59.95
2024-01-10 15:18:00,59.53
2024-01-10 15:24:00,58.15
2024-01-10 15:30:00,56.44
2024-01-10 15:36:00,55.21
2024-01-10 15:42:00,54.03
2024-01-10 15:48:00,52.67
2024-01-10 15:54:00,51.17
2024-01-10 16:00:00,49.95
2024-01-10 16:06:00,48.62
2024-01-10 16:12:00,47.29
2024-01-10 16:18:00,45.63
2024-01-10 16:24:00,44.27
2024-01-10 16:30:00,42.82
2024-01-10 16:36:00,41.46
2024-01-10 16:42:00,40.56
2024-01-10 16:48:00,39.41
2024-01-10 16:54:00,38.76
2024-01-10 17:00:00,38.14
2024-01-10 17:06:00,37.46
2024-01-10 17:12:00,36.33
2024-01-10 17:18:00,35.68
2024-01-10 17:24:00,35.02
2024-01-10 17:30:00,34.36
2024-01-10 17:36:00,34.11
2024-01-10 17:42:00,33.84
2024-01-10 17:48:00,32.86
2024-01-10 17:54:00,32.6
2024-01-10 18:00:00,31.91
2024-01-10 18:06:00,31.65
2024-01-10 18:12:00,31.39
2024-01-10 18:18:00,31.13
2024-01-10 18:24:00,30.86
2024-01-10 18:30:00,30.04
2024-01-10 18:36:00,29.43
2024-01-10 18:42:00,29.18
2024-01-10 18:48:00,28.93
2024-01-10 18:54:00,28.67
2024-01-10 19:00:00,28.41
2024-01-10 19:06:00,28.17
2024-01-10 19:12:00,27.94
2024-01-10 19:18:00,27.27
2024-01-10 19:24:00,26.73
2024-01-10 19:30:00,26.24
2024-01-10 19:36:00,25.97
2024-01-10 19:42:00,25.43
2024-01-10 19:48:00,25.16
2024-01-10 19:54:00,24.9
2024-01-10 20:00:00,24.64
2024-01-10 20:06:00,24.28
2024-01-10 20:12:00,23.92
2024-01-10 20:18:00,20.0
2024-01-10 20:24:00,28.0
2024-01-10 20:30:00,35.0
2024-01-10 20:36:00,45.0
2024-01-10 20:42:00,55.0
2024-01-10 20:48:00,65.0
2024-01-10 20:54:00,75.0
2024-01-10 21:00:00,80.0
2024-01-10 21:06:00,85.0
2024-01-10 21:12:00,87.0
2024-01-10 21:18:00,88.5
2024-01-10 21:24:00,90.0
2024-01-10 21:30:00,91.0
2024-01-10 21:36:00,91.5
2024-01-10 21:42:00,92.0
2024-01-10 21:48:00,92.33
2024-01-10 21:54:00,92.66
2024-01-10 22:00:00,93.0
2024-01-10 22:06:00,93.25
2024-01-10 22:12:00,93.5
2024-01-10 22:18:00,93.75
2024-01-10 22:24:00,94.0
2024-01-10 22:30:00,94.2
2024-01-10 22:36:00,94.4
2024-01-10 22:42:00,94.6
2024-01-10 22:48:00,94.8
2024-01-10 22:54:00,95.0
2024-01-10 23:00:00,95.2
2024-01-10 23:06:00,95.4
2024-01-10 23:12:00,95.6
2024-01-10 23:18:00,95.8
2024-01-10 23:24:00,96.0
2024-01-10 23:30:00,96.2
2024-01-10 23:36:00,96.4
2024-01-10 23:42:00,96.6
2024-01-10 23:48:00,96.8
2024-01-10 23:54:00,97.0
2024-01-11 00:00:00,97.2
2024-01-11 00:06:00,97.4
2024-01-11 00:12:00,97.6
2024-01-11 00:18:00,97.8
2024-01-11 00:24:00,98.0
2024-01-11 00:30:00,98.2
2024-01-11 00:36:00,98.4
2024-01-11 00:42:00,98.6
2024-01-11 00:48:00,98.8
2024-01-11 00:54:00,99.0
2024-01-11 01:00:00,99.1
2024-01-11 01:06:00,99.2
2024-01-11 01:12:00,99.3
2024-01-11 01:18:00,99.4
2024-01-11 01:24:00,99.5
2024-01-11 01:30:00,99.6
2024-01-11 01:36:00,99.7
2024-01-11 01:42:00,99.8
2024-01-11 01:48:00,99.9
2024-01-11 01:54:00,100.0
2024-01-11 02:00:00,99.64
2024-01-11 02:06:00,99.29
2024-01-11 02:12:00,98.86
2024-01-11 02:18:00,98.44
2024-01-11 02:24:00,98.01
2024-01-11 02:30:00,97.59
2024-01-11 02:36:00,97.16
2024-01-11 02:42:00,96.74
2024-01-11 02:48:00,96.31
2024-01-11 02:54:00,95.89
2024-01-11 10:06:00,94.9
2024-01-11 10:12:00,94.23
2024-01-11 10:18:00,93.76
2024-01-11 10:24:00,93.32
2024-01-11 10:30:00,92.88
2024-01-11 10:36:00,91.76
2024-01-11 10:42:00,90.89
2024-01-11 10:48:00,90.2
2024-01-11 10:54:00,88.86
2024-01-11 11:00:00,88.04
2024-01-11 11:06:00,87.22
2024-01-11 11:12:00,86.03
2024-01-11 11:18:00,85.24
2024-01-11 11:24:00,84.44
2024-01-11 11:30:00,82.72
2024-01-11 11:36:00,81.91
2024-01-11 11:42:00,80.75
2024-01-11 11:48:00,79.92
2024-01-11 11:54:00,78.39
2024-01-11 12:00:00,77.58
2024-01-11 12:06:00,76.78
2024-01-11 12:12:00,75.86
2024-01-11 12:18:00,75.03
2024-01-11 12:24:00,74.17
2024-01-11 12:30:00,73.32
2024-01-11 12:36:00,72.32
2024-01-11 12:42:00,72.06
2024-01-11 12:48:00,71.79
2024-01-11 12:54:00,71.5
2024-01-11 13:00:00,71.22
2024-01-11 13:06:00,70.93
2024-01-11 13:12:00,70.11
2024-01-11 13:18:00,69.82
2024-01-11 13:24:00,69.58
2024-01-11 13:30:00,69.3
2024-01-11 13:36:00,69.02
2024-01-11 13:42:00,68.3
2024-01-11 13:48:00,67.54
2024-01-11 13:54:00,66.78
2024-01-11 14:00:00,65.99
2024-01-11 14:06:00,65.23
2024-01-11 14:12:00,64.51
2024-01-11 14:18:00,63.68
2024-01-11 14:24:00,62.94
2024-01-11 14:30:00,61.69
2024-01-11 14:36:00,60.96
2024-01-11 14:42:00,59.56
2024-01-11 14:48:00,58.33
2024-01-11 14:54:00,57.14
2024-01-11 15:00:00,55.54
2024-01-11 15:06:00,54.34
2024-01-11 15:12:00,53.14
2024-01-11 15:18:00,51.95
2024-01-11 15:24:00,51.83
2024-01-11 15:30:00,51.63
2024-01-11 15:36:00,51.47
2024-01-11 15:42:00,51.32
2024-01-11 15:48:00,50.92
2024-01-11 15:54:00,49.92
2024-01-11 16:00:00,49.79
2024-01-11 16:06:00,49.4
2024-01-11 16:12:00,48.75
2024-01-11 16:18:00,48.59
2024-01-11 16:24:00,47.77
2024-01-11 16:30:00,46.93
2024-01-11 16:36:00,46.1
2024-01-11 16:42:00,44.5
2024-01-11 16:48:00,43.67
2024-01-11 16:54:00,42.75
2024-01-11 17:00:00,41.56
2024-01-11 17:06:00,40.78
2024-01-11 17:12:00,39.99
2024-01-11 17:18:00,38.45
2024-01-11 17:24:00,37.02
2024-01-11 17:30:00,35.71
2024-01-11 17:36:00,33.98
2024-01-11 17:42:00,32.65
2024-01-11 17:48:00,31.32
2024-01-11 17:54:00,30.96
2024-01-11 18:00:00,30.6
2024-01-11 18:06:00,28.0
2024-01-11 18:12:00,35.0
2024-01-11 18:18:00,45.0
2024-01-11 18:24:00,55.0
2024-01-11 18:30:00,65.0
2024-01-11 18:36:00,75.0
2024-01-11 18:42:00,80.0
2024-01-11 18:48:00,85.0
2024-01-11 18:54:00,87.0
2024-01-11 19:00:00,88.5
2024-01-11 19:06:00,90.0
2024-01-11 19:12:00,91.0
2024-01-11 19:18:00,91.5
2024-01-11 19:24:00,92.0
2024-01-11 19:30:00,92.33
2024-01-11 19:36:00,92.66
2024-01-11 19:42:00,93.0
2024-01-11 19:48:00,93.25
2024-01-11 19:54:00,93.5
2024-01-11 20:00:00,93.75
2024-01-11 20:06:00,94.0
2024-01-11 20:12:00,94.2
2024-01-11 20:18:00,94.4
2024-01-11 20:24:00,94.6
2024-01-11 20:30:00,94.8
2024-01-11 20:36:00,95.0
2024-01-11 20:42:00,95.2
2024-01-11 20:48:00,95.4
2024-01-11 20:54:00,95.6
2024-01-11 21:00:00,95.8
2024-01-11 21:06:00,96.0
2024-01-11 21:12:00,96.2
2024-01-11 21:18:00,96.4
2024-01-11 21:24:00,96.6
2024-01-11 21:30:00,96.8
2024-01-11 21:36:00,97.0
2024-01-11 21:42:00,97.2
2024-01-11 21:48:00,97.4
2024-01-11 21:54:00,97.6
2024-01-11 22:00:00,97.8
2024-01-11 22:06:00,98.0
2024-01-11 22:12:00,98.2
2024-01-11 22:18:00,98.4
2024-01-11 22:24:00,98.6
2024-01-11 22:30:00,98.8
2024-01-11 22:36:00,99.0
2024-01-11 22:42:00,99.1
2024-01-11 22:48:00,99.2
2024-01-11 22:54:00,99.3
2024-01-11 23:00:00,99.4
2024-01-11 23:06:00,99.5
2024-01-11 23:12:00,99.6
2024-01-11 23:18:00,99.7
2024-01-11 23:24:00,99.8
2024-01-11 23:30:00,99.9
2024-01-11 23:36:00,100.0
2024-01-11 23:42:00,99.64
2024-01-11 23:48:00,99.28
2024-01-11 23:54:00,99.21
2024-01-12 00:00:00,99.15
2024-01-12 00:06:00,99.08
2024-01-12 00:12:00,99.02
2024-01-12 00:18:00,98.95
2024-01-12 00:24:00,98.89
2024-01-12 00:30:00,98.82
2024-01-12 00:36:00,98.76
2024-01-12 00:42:00,98.69
2024-01-12 00:48:00,98.63
